"Ar";"Fylke";"Hovednaring";"Naring";"Naringshovedgruppe";"Naringsgruppe";"AntallTilsyn";"AntallMedReaksjon";"AntallReaksjoner"
"2015";"Agder";"S Annen tjenesteyting";"94 Aktiviteter i medlemsorganisasjoner";"94.9 Aktiviteter i andre medlemsorganisasjoner";"94.91 Religiøse organisasjoner";"2";"2";"6"
"2015";"Agder";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.04 Virksomhet knyttet til kroppspleie og fysisk velvære";"1";"1";"2"
"2015";"Buskerud";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.2 Oppføring av bygninger";"41.20 Oppføring av bygninger";"2";"0";"0"
"2015";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.1 Dyrking av ettårige vekster";"01.19 Dyrking av ettårige vekster ellers";"1";"0";"0"
"2015";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.41 Melkeproduksjon på storfe";"6";"1";"1"
"2015";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.45 Saue- og geitehold";"2";"2";"2"
"2015";"Innlandet";"B Bergverksdrift og utvinning";"08 Bryting og bergverksdrift ellers";"08.1 Bryting av stein, utvinning av sand og leire";"08.12 Utvinning fra grus- og sandtak, og utvinning av leire og kaolin";"1";"1";"3"
"2015";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.5 Produksjon av meierivarer og iskrem";"10.51 Produksjon av meierivarer";"2";"0";"0"
"2015";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.7 Produksjon av bakeri- og pastavarer";"10.71 Produksjon av brød og ferske konditorvarer";"3";"2";"9"
"2015";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.8 Produksjon av andre næringsmidler";"10.89 Produksjon av næringsmidler ikke nevnt annet sted";"1";"1";"4"
"2015";"Innlandet";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.1 Produksjon av glass og glassprodukter";"23.12 Bearbeiding av planglass";"1";"0";"0"
"2015";"Innlandet";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.6 Produksjon av betong-, sement- og gipsprodukter";"23.61 Produksjon av betongprodukter for bygge- og anleggsvirksomhet";"2";"1";"1"
"2015";"Innlandet";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.9 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted";"23.99 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted";"1";"1";"1"
"2015";"Agder";"H Transport og lagring";"53 Post og distribusjonsvirksomhet";"53.2 Andre post- og budtjenester";"53.20 Andre post- og budtjenester";"1";"1";"1"
"2015";"Agder";"I Overnattings- og serveringsvirksomhet";"55 Overnattingsvirksomhet";"55.1 Hotellvirksomhet";"55.10 Hotellvirksomhet";"4";"2";"2"
"2015";"Agder";"I Overnattings- og serveringsvirksomhet";"55 Overnattingsvirksomhet";"55.2 Drift av vandrerhjem og ferieleiligheter";"55.20 Drift av vandrerhjem og ferieleiligheter";"1";"0";"0"
"2015";"Agder";"K Finansierings- og forsikringsvirksomhet";"64 Finansieringsvirksomhet";"64.1 Bankvirksomhet";"64.19 Bankvirksomhet ellers";"2";"0";"0"
"2015";"Agder";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.2 Utleie av egen eller leid fast eiendom";"68.20 Utleie av egen eller leid fast eiendom";"10";"7";"15"
"2015";"Agder";"N Forretningsmessig tjenesteyting";"77 Utleie- og leasingvirksomhet";"77.3 Utleie og leasing av andre maskiner, og annet utstyr og materiell";"77.32 Utleie og leasing av bygge- og anleggsmaskiner og -utstyr";"1";"1";"1"
"2015";"Agder";"N Forretningsmessig tjenesteyting";"78 Arbeidskrafttjenester";"78.1 Rekruttering og formidling av arbeidskraft";"78.10 Rekruttering og formidling av arbeidskraft";"1";"0";"0"
"2015";"Agder";"N Forretningsmessig tjenesteyting";"80 Vakttjeneste og etterforsking";"80.2 Tjenester tilknyttet vakttjenester";"80.20 Tjenester tilknyttet vakttjenester";"1";"1";"2"
"2015";"Agder";"P Undervisning";"85 Undervisning";"85.2 Grunnskoleundervisning";"85.20 Grunnskoleundervisning";"1";"0";"0"
"2015";"Agder";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.9 Andre sosialtjenester uten botilbud";"88.91 Sosialtjenester uten botilbud for barn og ungdom";"19";"6";"13"
"2015";"Agder";"S Annen tjenesteyting";"94 Aktiviteter i medlemsorganisasjoner";"94.2 Arbeidstakerorganisasjoner";"94.20 Arbeidstakerorganisasjoner";"1";"0";"0"
"2015";"Agder";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.02 Frisering og annen skjønnhetspleie";"4";"2";"2"
"2015";"Agder";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.03 Begravelsesbyråvirksomhet og drift av kirkegårder og krematorier";"10";"3";"5"
"2015";"Finnmark";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.2 Lege- og tannlegetjenester";"86.23 Tannhelsetjenester";"1";"0";"0"
"2015";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.1 Dyrking av ettårige vekster";"01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster";"2";"2";"14"
"2015";"Innlandet";"A Jordbruk, skogbruk og fiske";"02 Skogbruk og tjenester tilknyttet skogbruk";"02.1 Skogskjøtsel og andre skogbruksaktiviteter";"02.10 Skogskjøtsel og andre skogbruksaktiviteter";"1";"0";"0"
"2015";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.2 Dyrking av flerårige vekster";"01.25 Dyrking av annen frukt som vokser på trær eller busker samt nøtter";"4";"4";"6"
"2015";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.6 Tjenester tilknyttet jordbruk og etterbehandling av vekster etter innhøsting";"01.62 Tjenester tilknyttet husdyrhold";"1";"0";"0"
"2015";"Innlandet";"A Jordbruk, skogbruk og fiske";"02 Skogbruk og tjenester tilknyttet skogbruk";"02.4 Tjenester tilknyttet skogbruk";"02.40 Tjenester tilknyttet skogbruk";"2";"0";"0"
"2015";"Innlandet";"C Industri";"16 Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler";"16.2 Produksjon av varer av tre, kork, strå og flettematerialer";"16.23 Produksjon av andre bygningsartikler";"13";"8";"31"
"2015";"Innlandet";"C Industri";"16 Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler";"16.2 Produksjon av varer av tre, kork, strå og flettematerialer";"16.29 Produksjon av andre trevarer og varer av kork, strå og flettematerialer";"1";"1";"3"
"2015";"Innlandet";"C Industri";"24 Produksjon av metaller";"24.5 Støping av metaller";"24.53 Støping av lettmetaller";"1";"1";"2"
"2015";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.7 Produksjon av kjøkkenredskaper, skjære- og klipperedskaper, håndverktøy og andre jernvarer";"25.72 Produksjon av låser og beslag";"1";"0";"0"
"2015";"Innlandet";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.2 Produksjon av andre maskiner og annet utstyr til generell bruk";"28.21 Produksjon av industri- og laboratorieovner samt brennere";"1";"1";"1"
"2015";"Innlandet";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.9 Produksjon av andre spesialmaskiner";"28.99 Produksjon av spesialmaskiner ikke nevnt annet sted";"2";"2";"8"
"2015";"Innlandet";"C Industri";"29 Produksjon av motorvogner og tilhengere";"29.2 Produksjon av karosserier og tilhengere";"29.20 Produksjon av karosserier og tilhengere";"1";"1";"2"
"2015";"Innlandet";"C Industri";"29 Produksjon av motorvogner og tilhengere";"29.3 Produksjon av deler og utstyr til motorvogner";"29.32 Produksjon av andre deler og annet utstyr til motorvogner";"2";"0";"0"
"2015";"Innlandet";"C Industri";"33 Reparasjon og installasjon av maskiner og utstyr";"33.1 Reparasjon av metallvarer, maskiner og utstyr";"33.12 Reparasjon av maskiner";"1";"1";"4"
"2015";"Innlandet";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.3 Materialgjenvinning";"38.31 Demontering av vrakede gjenstander";"1";"0";"0"
"2015";"Innlandet";"A Jordbruk, skogbruk og fiske";"02 Skogbruk og tjenester tilknyttet skogbruk";"02.2 Avvirkning";"02.20 Avvirkning";"5";"3";"7"
"2015";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.1 Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer";"10.11 Bearbeiding og konservering av kjøtt";"4";"1";"1"
"2015";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.3 Bearbeiding og konservering av frukt og grønnsaker";"10.39 Bearbeiding og konservering av frukt og grønnsaker ellers";"2";"1";"1"
"2015";"Innlandet";"C Industri";"14 Produksjon av klær";"14.1 Produksjon av klær, unntatt pelsvarer";"14.13 Produksjon av annet yttertøy";"1";"1";"1"
"2015";"Innlandet";"C Industri";"16 Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler";"16.2 Produksjon av varer av tre, kork, strå og flettematerialer";"16.21 Produksjon av finerplater og andre bygnings- og møbelplater av tre";"2";"1";"3"
"2015";"Innlandet";"C Industri";"22 Produksjon av gummi- og plastprodukter";"22.2 Produksjon av plastprodukter";"22.29 Produksjon av plastprodukter ellers";"2";"2";"6"
"2015";"Innlandet";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.6 Produksjon av betong-, sement- og gipsprodukter";"23.63 Produksjon av ferdigblandet betong";"1";"1";"1"
"2015";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.1 Produksjon av metallkonstruksjoner";"25.11 Produksjon av metallkonstruksjoner og deler";"5";"3";"5"
"2015";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.2 Produksjon av tanker, cisterner og andre beholdere av metall";"25.21 Produksjon av radiatorer og kjeler til sentralvarmeanlegg";"2";"1";"1"
"2015";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.9 Produksjon av andre metallvarer";"25.99 Produksjon av metallvarer ikke nevnt annet sted";"3";"1";"1"
"2015";"Innlandet";"C Industri";"31 Produksjon av møbler";"31.0 Produksjon av møbler";"31.01 Produksjon av kontor- og butikkmøbler";"1";"0";"0"
"2015";"Innlandet";"C Industri";"33 Reparasjon og installasjon av maskiner og utstyr";"33.2 Installasjon av industrimaskiner og -utstyr";"33.20 Installasjon av industrimaskiner og -utstyr";"1";"1";"2"
"2015";"Innlandet";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.1 Bygging av veier og jernbaner";"42.13 Bygging av bruer og tunneler";"1";"0";"0"
"2015";"Innlandet";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.2 Bygging av vann- og kloakkanlegg, og anlegg for elektrisitet og telekommunikasjon";"42.22 Bygging av anlegg for elektrisitet og telekommunikasjon";"1";"0";"0"
"2015";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.32 Snekkerarbeid";"42";"24";"55"
"2015";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.9 Annen spesialisert bygge- og anleggsvirksomhet";"43.99 Annen spesialisert bygge- og anleggsvirksomhet";"46";"25";"64"
"2015";"Innlandet";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.1 Handel med motorvogner, unntatt motorsykler";"45.11 Handel med biler og lette motorvogner, unntatt motorsykler";"5";"3";"15"
"2015";"Innlandet";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.69 Engroshandel med maskiner og utstyr ellers";"4";"3";"8"
"2015";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.1 Butikkhandel med bredt vareutvalg";"47.19 Butikkhandel med bredt vareutvalg ellers";"3";"3";"3"
"2015";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.4 Butikkhandel med IKT-utstyr i spesialforretninger";"47.41 Butikkhandel med datamaskiner og utstyr til datamaskiner";"1";"1";"3"
"2015";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.53 Butikkhandel med tapeter, gulvtepper og gardiner";"1";"1";"1"
"2015";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.59 Butikkhandel med møbler, belysningsutstyr og andre innredningsartikler";"2";"1";"3"
"2015";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.6 Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger";"47.61 Butikkhandel med bøker";"3";"1";"8"
"2015";"Innlandet";"I Overnattings- og serveringsvirksomhet";"55 Overnattingsvirksomhet";"55.3 Drift av campingplasser";"55.30 Drift av campingplasser";"7";"6";"18"
"2015";"Innlandet";"J Informasjon og kommunikasjon";"58 Forlagsvirksomhet";"58.1 Utgivelse av bøker, tidsskrifter og annen forlagsvirksomhet";"58.13 Utgivelse av aviser";"2";"2";"9"
"2015";"Innlandet";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.2 Teknisk prøving og analyse";"71.20 Teknisk prøving og analyse";"1";"0";"0"
"2015";"Innlandet";"N Forretningsmessig tjenesteyting";"79 Reisebyrå- og reisearrangørvirksomhet og tilknyttede tjenester";"79.9 Annen arrangørvirksomhet og tilknyttede tjenester";"79.90 Annen arrangørvirksomhet og tilknyttede tjenester";"2";"1";"7"
"2015";"Innlandet";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.2 Rengjøringsvirksomhet";"81.22 Utvendig rengjøring av bygninger og industriell rengjøring";"4";"4";"4"
"2015";"Innlandet";"N Forretningsmessig tjenesteyting";"82 Annen forretningsmessig tjenesteyting";"82.9 Forretningsmessig tjenesteyting ikke nevnt annet sted";"82.91 Inkasso- og kredittopplysningsvirksomhet";"1";"1";"2"
"2015";"Innlandet";"N Forretningsmessig tjenesteyting";"82 Annen forretningsmessig tjenesteyting";"82.9 Forretningsmessig tjenesteyting ikke nevnt annet sted";"82.92 Pakkevirksomhet";"1";"1";"9"
"2015";"Innlandet";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"4";"2";"8"
"2015";"Innlandet";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.2 Offentlig administrasjon tilknyttet utenriks- og sikkerhetssaker";"84.23 Retts- og fengselsvesen";"1";"1";"1"
"2015";"Innlandet";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"88.10 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"1";"1";"1"
"2015";"Innlandet";"S Annen tjenesteyting";"94 Aktiviteter i medlemsorganisasjoner";"94.9 Aktiviteter i andre medlemsorganisasjoner";"94.99 Aktiviteter i andre medlemsorganisasjoner ikke nevnt annet sted";"1";"1";"7"
"2015";"Innlandet";"Ukjent";"Ikke utfylt Ikke utfylt";"Ikke utfylt Ikke utfylt";"Ikke utfylt Ikke utfylt";"2";"2";"12"
"2015";"Møre og Romsdal";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.1 Dyrking av ettårige vekster";"01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster";"1";"1";"2"
"2015";"Møre og Romsdal";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.2 Dyrking av flerårige vekster";"01.25 Dyrking av annen frukt som vokser på trær eller busker samt nøtter";"3";"3";"4"
"2015";"Møre og Romsdal";"A Jordbruk, skogbruk og fiske";"02 Skogbruk og tjenester tilknyttet skogbruk";"02.1 Skogskjøtsel og andre skogbruksaktiviteter";"02.10 Skogskjøtsel og andre skogbruksaktiviteter";"2";"0";"0"
"2015";"Møre og Romsdal";"A Jordbruk, skogbruk og fiske";"02 Skogbruk og tjenester tilknyttet skogbruk";"02.2 Avvirkning";"02.20 Avvirkning";"1";"1";"3"
"2015";"Møre og Romsdal";"A Jordbruk, skogbruk og fiske";"03 Fiske, fangst og akvakultur";"03.2 Akvakultur";"03.21 Hav- og kystbasert akvakultur";"3";"3";"7"
"2015";"Møre og Romsdal";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.1 Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer";"10.11 Bearbeiding og konservering av kjøtt";"2";"2";"6"
"2015";"Innlandet";"C Industri";"24 Produksjon av metaller";"24.5 Støping av metaller";"24.51 Støping av jern";"1";"0";"0"
"2015";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.1 Produksjon av metallkonstruksjoner";"25.12 Produksjon av dører og vinduer av metall";"5";"2";"4"
"2015";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.6 Overflatebehandling og bearbeiding av metaller";"25.62 Bearbeiding av metaller";"6";"3";"7"
"2015";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.9 Produksjon av andre metallvarer";"25.94 Produksjon av bolter og skruer";"1";"1";"2"
"2015";"Innlandet";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.3 Produksjon av jordbruks- og skogbruksmaskiner";"28.30 Produksjon av jordbruks- og skogbruksmaskiner";"2";"1";"2"
"2015";"Innlandet";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.9 Produksjon av andre spesialmaskiner";"28.92 Produksjon av maskiner og utstyr til bergverksdrift og bygge- og anleggsvirksomhet";"2";"2";"6"
"2015";"Innlandet";"C Industri";"31 Produksjon av møbler";"31.0 Produksjon av møbler";"31.09 Produksjon av møbler ellers";"4";"4";"17"
